HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.choice,Approve,Reject
3MA5N0ATTDJAU5PVAPWW6SI5KMXWKB,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3D8YOU6S9GSTQ5DV3NSW34NEWLAU6B,A2JFK6KAWDU0KA,Approved,Tue Aug 14 18:47:43 PDT 2018,Tue Aug 14 18:47:53 PDT 2018,Fri Aug 17 18:47:53 PDT 2018,Tue Aug 14 19:40:42 PDT 2018,,,10,100% (34/34),100% (34/34),100% (34/34),liveMdFCj:live9Lz2r.png,optionB,,
3MA5N0ATTDJAU5PVAPWW6SI5KMXWKB,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3E13VNJ1NP3TASHY30R1P58MUF81ID,A2J62BRLYSAI7R,Approved,Tue Aug 14 18:47:37 PDT 2018,Tue Aug 14 18:47:41 PDT 2018,Fri Aug 17 18:47:41 PDT 2018,Tue Aug 14 19:40:43 PDT 2018,,,4,100% (31/31),100% (31/31),100% (31/31),liveMdFCj:live9Lz2r.png,optionB,,
3MA5N0ATTDJAU5PVAPWW6SI5KMXWKB,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3EG49X351WKL797Q8S3JNBMIQ3RX66,A119A8DHXU2PP7,Approved,Tue Aug 14 18:48:25 PDT 2018,Tue Aug 14 18:49:06 PDT 2018,Fri Aug 17 18:49:06 PDT 2018,Tue Aug 14 19:40:43 PDT 2018,,,41,100% (6/6),100% (6/6),100% (6/6),liveMdFCj:live9Lz2r.png,optionB,,
3MA5N0ATTDJAU5PVAPWW6SI5KMXWKB,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3IAEQB9FMGS53IHF8AFBRYI3YN8WD4,A3UUH3632AI3ZX,Approved,Tue Aug 14 18:47:52 PDT 2018,Tue Aug 14 18:47:56 PDT 2018,Fri Aug 17 18:47:56 PDT 2018,Tue Aug 14 19:40:43 PDT 2018,,,4,100% (41/41),100% (41/41),100% (41/41),liveMdFCj:live9Lz2r.png,optionB,,
3MA5N0ATTDJAU5PVAPWW6SI5KMXWKB,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3KWTYT0872BUOBQNPQQQKBDVNZ75LD,A1P8K83P1987GB,Approved,Tue Aug 14 18:46:52 PDT 2018,Tue Aug 14 18:46:55 PDT 2018,Fri Aug 17 18:46:55 PDT 2018,Tue Aug 14 19:40:43 PDT 2018,,,3,100% (33/33),100% (33/33),100% (33/33),liveMdFCj:live9Lz2r.png,optionB,,
3MA5N0ATTDJAU5PVAPWW6SI5KMXWKB,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3PW9OPU9PSSPZ73WEX692P155JB213,A1F01FVEPYCPHO,Approved,Tue Aug 14 18:48:19 PDT 2018,Tue Aug 14 18:49:08 PDT 2018,Fri Aug 17 18:49:08 PDT 2018,Tue Aug 14 19:40:43 PDT 2018,,,49,100% (21/21),100% (21/21),100% (21/21),liveMdFCj:live9Lz2r.png,optionB,,
3MA5N0ATTDJAU5PVAPWW6SI5KMXWKB,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3XIQGXAUMEG4B9LVR28BTPMELEBX75,A1BW8BW8LB6ZPC,Approved,Tue Aug 14 18:48:27 PDT 2018,Tue Aug 14 18:48:31 PDT 2018,Fri Aug 17 18:48:31 PDT 2018,Tue Aug 14 19:40:43 PDT 2018,,,4,100% (5/5),100% (5/5),100% (5/5),liveMdFCj:live9Lz2r.png,optionB,,
3O4VWC1GEXEISNHPIKLI0G7V7433JD,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,31UV0MXWNSKSYAIH4NTDSVL36VD5IZ,A1X9OTML2CUQBD,Approved,Tue Aug 14 18:48:26 PDT 2018,Tue Aug 14 18:48:29 PDT 2018,Fri Aug 17 18:48:29 PDT 2018,Tue Aug 14 19:40:08 PDT 2018,,,3,100% (19/19),100% (19/19),100% (19/19),liveU6dmX:livebGMPY.png,optionB,,
3O4VWC1GEXEISNHPIKLI0G7V7433JD,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,38YMOXR4MW76I920YN7XLS8BH1LW6C,A2JFK6KAWDU0KA,Approved,Tue Aug 14 18:47:31 PDT 2018,Tue Aug 14 18:50:39 PDT 2018,Fri Aug 17 18:50:39 PDT 2018,Tue Aug 14 19:40:09 PDT 2018,,,188,100% (34/34),100% (34/34),100% (34/34),liveU6dmX:livebGMPY.png,optionB,,
3O4VWC1GEXEISNHPIKLI0G7V7433JD,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3AMYWKA6YDUYD0TY71GN4YVPEZN6OB,A3UUH3632AI3ZX,Approved,Tue Aug 14 18:48:28 PDT 2018,Tue Aug 14 18:48:30 PDT 2018,Fri Aug 17 18:48:30 PDT 2018,Tue Aug 14 19:40:09 PDT 2018,,,2,100% (41/41),100% (41/41),100% (41/41),liveU6dmX:livebGMPY.png,optionB,,
3O4VWC1GEXEISNHPIKLI0G7V7433JD,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3M68NM076JF1ADLEZTXRYT0UPM76RK,A3DIUIYXBJIKQN,Approved,Tue Aug 14 18:48:29 PDT 2018,Tue Aug 14 18:48:35 PDT 2018,Fri Aug 17 18:48:35 PDT 2018,Tue Aug 14 19:40:09 PDT 2018,,,6,100% (22/22),100% (22/22),100% (22/22),liveU6dmX:livebGMPY.png,optionB,,
3O4VWC1GEXEISNHPIKLI0G7V7433JD,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3NQL1CS15TGVM4C1EWXTIH9Q92CYV4,ATV47Z6T02GHA,Approved,Tue Aug 14 18:46:46 PDT 2018,Tue Aug 14 18:46:51 PDT 2018,Fri Aug 17 18:46:51 PDT 2018,Tue Aug 14 19:40:09 PDT 2018,,,5,100% (25/25),100% (25/25),100% (25/25),liveU6dmX:livebGMPY.png,optionB,,
3O4VWC1GEXEISNHPIKLI0G7V7433JD,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3RKNTXVS3O6VW9VJEUIQ65R6TRD4AP,A1UDYGZ37Q9V0K,Approved,Tue Aug 14 18:47:16 PDT 2018,Tue Aug 14 18:47:22 PDT 2018,Fri Aug 17 18:47:22 PDT 2018,Tue Aug 14 19:40:09 PDT 2018,,,6,100% (21/21),100% (21/21),100% (21/21),liveU6dmX:livebGMPY.png,optionB,,
3O4VWC1GEXEISNHPIKLI0G7V7433JD,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3TOK3KHVJVQHH073QBLFACVL9A6O7R,A3B0AB2C9SIHN,Approved,Tue Aug 14 18:46:03 PDT 2018,Tue Aug 14 18:50:15 PDT 2018,Fri Aug 17 18:50:15 PDT 2018,Tue Aug 14 19:40:09 PDT 2018,,,252,30% (3/10),30% (3/10),30% (3/10),liveU6dmX:livebGMPY.png,optionB,,
3OEWW2KGQKJUBQAJRMJZLLATXB1ODE,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,304SM51WA5CJH42MA9E4ZJRIPP1BSY,A1X9OTML2CUQBD,Approved,Tue Aug 14 18:48:22 PDT 2018,Tue Aug 14 18:48:26 PDT 2018,Fri Aug 17 18:48:26 PDT 2018,Tue Aug 14 19:40:40 PDT 2018,,,4,100% (19/19),100% (19/19),100% (19/19),liveBCvy3:livez62ur.png,optionB,,
3OEWW2KGQKJUBQAJRMJZLLATXB1ODE,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,31LM9EDVON0SJA8TQ5AZYD0PAV2JNF,A1UDYGZ37Q9V0K,Approved,Tue Aug 14 18:48:26 PDT 2018,Tue Aug 14 18:48:30 PDT 2018,Fri Aug 17 18:48:30 PDT 2018,Tue Aug 14 19:40:40 PDT 2018,,,4,100% (21/21),100% (21/21),100% (21/21),liveBCvy3:livez62ur.png,optionB,,
3OEWW2KGQKJUBQAJRMJZLLATXB1ODE,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,32UTUBMZ7I4Z9WJQ44J9A6BPOTVBV3,A2B1YSMEHN1G2K,Approved,Tue Aug 14 18:48:24 PDT 2018,Tue Aug 14 18:50:19 PDT 2018,Fri Aug 17 18:50:19 PDT 2018,Tue Aug 14 19:40:40 PDT 2018,,,115,100% (14/14),100% (14/14),100% (14/14),liveBCvy3:livez62ur.png,optionB,,
3OEWW2KGQKJUBQAJRMJZLLATXB1ODE,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,39K0FND3AJNB0ZKPKYIMSZ86FIYMA2,AFAMC5N8YVPJZ,Approved,Tue Aug 14 18:48:32 PDT 2018,Tue Aug 14 18:48:38 PDT 2018,Fri Aug 17 18:48:38 PDT 2018,Tue Aug 14 19:40:40 PDT 2018,,,6,100% (9/9),100% (9/9),100% (9/9),liveBCvy3:livez62ur.png,optionB,,
3OEWW2KGQKJUBQAJRMJZLLATXB1ODE,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3EJJQNKU9TDH725VVCOVVKPKY0MRH5,A2JFK6KAWDU0KA,Approved,Tue Aug 14 18:47:29 PDT 2018,Tue Aug 14 18:50:22 PDT 2018,Fri Aug 17 18:50:22 PDT 2018,Tue Aug 14 19:40:40 PDT 2018,,,173,100% (34/34),100% (34/34),100% (34/34),liveBCvy3:livez62ur.png,optionB,,
3OEWW2KGQKJUBQAJRMJZLLATXB1ODE,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3IX2EGZR7DRDY80LJCRG7X5ZBSRJR3,A2J62BRLYSAI7R,Approved,Tue Aug 14 18:48:31 PDT 2018,Tue Aug 14 18:48:34 PDT 2018,Fri Aug 17 18:48:34 PDT 2018,Tue Aug 14 19:40:41 PDT 2018,,,3,100% (31/31),100% (31/31),100% (31/31),liveBCvy3:livez62ur.png,optionB,,
3OEWW2KGQKJUBQAJRMJZLLATXB1ODE,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3MX2NQ3YCB2PO57C39TEV58IU8GX5Q,ATIGCUKIPNWG0,Approved,Tue Aug 14 18:48:25 PDT 2018,Tue Aug 14 18:48:32 PDT 2018,Fri Aug 17 18:48:32 PDT 2018,Tue Aug 14 19:40:41 PDT 2018,,,7,100% (12/12),100% (12/12),100% (12/12),liveBCvy3:livez62ur.png,optionB,,
3OEWW2KGQKJUBQAJRMJZLLATXB1ODE,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3NKQQ8O390DSBESADA0A9AX6D7XUD3,A30BPQ2QGZOXN8,Approved,Tue Aug 14 18:48:01 PDT 2018,Tue Aug 14 18:48:06 PDT 2018,Fri Aug 17 18:48:06 PDT 2018,Tue Aug 14 19:40:41 PDT 2018,,,5,100% (14/14),100% (14/14),100% (14/14),liveBCvy3:livez62ur.png,optionB,,
3OEWW2KGQKJUBQAJRMJZLLATXB1ODE,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3PJ71Z61R6A0ZROVZ6LOCC9JBPL912,AIWSB4YTN32GF,Approved,Tue Aug 14 18:48:15 PDT 2018,Tue Aug 14 19:08:13 PDT 2018,Fri Aug 17 19:08:13 PDT 2018,Tue Aug 14 19:40:41 PDT 2018,,,1198,100% (11/11),100% (11/11),100% (11/11),liveBCvy3:livez62ur.png,optionB,,
3OEWW2KGQKJUBQAJRMJZLLATXB1ODE,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3YDTZAI2WZOZ2LIJIBPXV4Y3PX714Y,A3UUH3632AI3ZX,Approved,Tue Aug 14 18:47:05 PDT 2018,Tue Aug 14 18:47:07 PDT 2018,Fri Aug 17 18:47:07 PDT 2018,Tue Aug 14 19:40:41 PDT 2018,,,2,100% (41/41),100% (41/41),100% (41/41),liveBCvy3:livez62ur.png,optionB,,
3OQQD2WO8JEMXCXJ020IOFSVUPE3I1,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,36DSNE9QZ76A1V85RKACD20U056OJY,AF3EMBTO817L3,Approved,Tue Aug 14 18:46:37 PDT 2018,Tue Aug 14 18:46:42 PDT 2018,Fri Aug 17 18:46:42 PDT 2018,Tue Aug 14 19:40:03 PDT 2018,,,5,100% (11/11),100% (11/11),100% (11/11),livehnnVT:live8nbIU.png,optionB,,
3OQQD2WO8JEMXCXJ020IOFSVUPE3I1,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,37W3JXSD68G81TC6462P4JS4GBEWYC,A1YPOIURXB6ESR,Approved,Tue Aug 14 18:48:17 PDT 2018,Tue Aug 14 18:48:22 PDT 2018,Fri Aug 17 18:48:22 PDT 2018,Tue Aug 14 19:40:03 PDT 2018,,,5,100% (15/15),100% (15/15),100% (15/15),livehnnVT:live8nbIU.png,optionB,,
3OQQD2WO8JEMXCXJ020IOFSVUPE3I1,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3A9AA95ATYUKFW5LHIJX1SMFS985PB,A1P8K83P1987GB,Approved,Tue Aug 14 18:47:07 PDT 2018,Tue Aug 14 18:47:12 PDT 2018,Fri Aug 17 18:47:12 PDT 2018,Tue Aug 14 19:40:03 PDT 2018,,,5,100% (33/33),100% (33/33),100% (33/33),livehnnVT:live8nbIU.png,optionB,,
3OQQD2WO8JEMXCXJ020IOFSVUPE3I1,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3KJYX6QCMBJ5RFH2SWWQ8UU2WY4JVW,A2B1YSMEHN1G2K,Approved,Tue Aug 14 18:48:57 PDT 2018,Tue Aug 14 18:51:17 PDT 2018,Fri Aug 17 18:51:17 PDT 2018,Tue Aug 14 19:40:03 PDT 2018,,,140,100% (14/14),100% (14/14),100% (14/14),livehnnVT:live8nbIU.png,optionB,,
3OQQD2WO8JEMXCXJ020IOFSVUPE3I1,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3O6CYIULEF9RKKS1U5501YMRKN3WUE,A2HT9ZNMIXPS91,Approved,Tue Aug 14 18:48:19 PDT 2018,Tue Aug 14 18:48:28 PDT 2018,Fri Aug 17 18:48:28 PDT 2018,Tue Aug 14 19:40:04 PDT 2018,,,9,100% (5/5),100% (5/5),100% (5/5),livehnnVT:live8nbIU.png,optionB,,
3OQQD2WO8JEMXCXJ020IOFSVUPE3I1,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3V5Q80FXIZZL9AHB11KSQIG233P23V,A1UDYGZ37Q9V0K,Approved,Tue Aug 14 18:48:21 PDT 2018,Tue Aug 14 18:48:25 PDT 2018,Fri Aug 17 18:48:25 PDT 2018,Tue Aug 14 19:40:04 PDT 2018,,,4,100% (21/21),100% (21/21),100% (21/21),livehnnVT:live8nbIU.png,optionB,,
3P4ZBJFX2WBZEJXH9E5ZQFQ0CQGWF9,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,33SA9F9TRZ2AVOVF45QVXG0OYZAEWG,A1F01FVEPYCPHO,Approved,Tue Aug 14 18:48:55 PDT 2018,Tue Aug 14 18:49:19 PDT 2018,Fri Aug 17 18:49:19 PDT 2018,Tue Aug 14 19:40:14 PDT 2018,,,24,100% (21/21),100% (21/21),100% (21/21),liveVe3AD:liveDe6mQ.png,optionB,,
3P4ZBJFX2WBZEJXH9E5ZQFQ0CQGWF9,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,37UEWGM5HVG63RKHTNLA3X9DHBQR16,ATV47Z6T02GHA,Approved,Tue Aug 14 18:46:59 PDT 2018,Tue Aug 14 18:47:04 PDT 2018,Fri Aug 17 18:47:04 PDT 2018,Tue Aug 14 19:40:15 PDT 2018,,,5,100% (25/25),100% (25/25),100% (25/25),liveVe3AD:liveDe6mQ.png,optionB,,
3P4ZBJFX2WBZEJXH9E5ZQFQ0CQGWF9,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3QUO65DNQWWJFBJZ3JEQK495HL4OUU,A1UDYGZ37Q9V0K,Approved,Tue Aug 14 18:47:04 PDT 2018,Tue Aug 14 18:47:09 PDT 2018,Fri Aug 17 18:47:09 PDT 2018,Tue Aug 14 19:40:15 PDT 2018,,,5,100% (21/21),100% (21/21),100% (21/21),liveVe3AD:liveDe6mQ.png,optionB,,
3P4ZBJFX2WBZEJXH9E5ZQFQ0CQGWF9,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3RJSC4XJ122HRF110X47MRL7K1W504,ATIGCUKIPNWG0,Approved,Tue Aug 14 18:48:01 PDT 2018,Tue Aug 14 18:48:06 PDT 2018,Fri Aug 17 18:48:06 PDT 2018,Tue Aug 14 19:40:15 PDT 2018,,,5,100% (12/12),100% (12/12),100% (12/12),liveVe3AD:liveDe6mQ.png,optionB,,
3Q2T3FD0OOG8TVNALHYAG8ZCBYY3MH,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,32XVDSJFP15MVWPL7JP7MHP83U5M2U,AF3EMBTO817L3,Approved,Tue Aug 14 18:46:48 PDT 2018,Tue Aug 14 18:46:53 PDT 2018,Fri Aug 17 18:46:53 PDT 2018,Tue Aug 14 19:40:41 PDT 2018,,,5,100% (11/11),100% (11/11),100% (11/11),liveE5AaQ:liveJRkqM.png,optionB,,
3Q2T3FD0OOG8TVNALHYAG8ZCBYY3MH,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,340UGXU9D09E5VSW4V04FW3DDE1VU3,A3DIUIYXBJIKQN,Approved,Tue Aug 14 18:47:00 PDT 2018,Tue Aug 14 18:47:04 PDT 2018,Fri Aug 17 18:47:04 PDT 2018,Tue Aug 14 19:40:41 PDT 2018,,,4,100% (22/22),100% (22/22),100% (22/22),liveE5AaQ:liveJRkqM.png,optionB,,
